metadata_file,attack,epsilon,alpha,steps,only_initial_rejects,samples,accepted_before_rate,accepted_after_rate,target_accept_rate_after_attack,success_from_reject_rate,avg_similarity_before,avg_similarity_after,avg_similarity_gain,avg_l2,avg_linf,avg_time_sec
outputs/verification_attacks_facenet/pgd_png/metadata_targeted_pgd_facenet_verification_eps0.005_alpha0.001_steps10.csv,targeted_pgd_facenet_verification,0.005,0.001,10,True,100,0.0,0.45,0.45,0.45,0.13437566051259636,0.43472170941531657,0.3003460489027202,1.1803595221042633,0.005000025033950806,0.47835698301999285
outputs/verification_attacks_facenet/pgd_png/metadata_targeted_pgd_facenet_verification_eps0.010_alpha0.001_steps10.csv,targeted_pgd_facenet_verification,0.01,0.001,10,True,100,0.0,0.8,0.8,0.8,0.13437566051259636,0.6090116208791733,0.4746359603665769,1.9268667805194855,0.01000000536441803,0.4845463221099976
